pose_id,pose
659,pushups_down
660,pushups_down
661,pushups_down
662,pushups_down
663,pushups_down
664,pushups_down
665,pushups_down
666,pushups_down
667,pushups_down
668,pushups_down
669,pushups_down
670,pushups_down
671,pushups_down
672,pushups_down
673,pushups_down
674,pushups_down
675,pushups_down
676,pushups_down
677,pushups_down
678,pushups_down
679,pushups_down
680,pushups_down
681,pushups_down
682,pushups_down
683,pushups_down
684,pushups_down
685,pushups_down
686,pushups_down
687,pushups_down
688,pushups_down
689,pushups_down
690,pushups_down
691,pushups_down
692,pushups_down
693,pushups_down
694,pushups_down
695,pushups_down
696,pushups_down
697,pushups_down
698,pushups_down
699,pushups_down
700,pushups_down
701,pushups_down
702,pushups_down
703,pushups_down
704,pushups_down
705,pushups_down
706,pushups_down
707,pushups_down
708,pushups_down
709,pushups_down
710,pushups_down
711,pushups_down
712,pushups_down
713,pushups_down
714,pushups_down
715,pushups_down
716,pushups_down
717,pushups_down
718,pushups_down
719,pushups_down
720,pushups_down
721,pushups_down
722,pushups_down
723,pushups_down
724,pushups_down
725,pushups_down
726,pushups_down
727,pushups_down
728,pushups_down
729,pushups_down
730,pushups_down
731,pushups_down
732,pushups_down
733,pushups_down
734,pushups_down
735,pushups_down
736,pushups_down
737,pushups_down
738,pushups_down
739,pushups_down
740,pushups_down
741,pushups_down
742,pushups_down
743,pushups_down
744,pushups_down
745,pushups_down
746,pushups_down
747,pushups_down
748,pushups_down
749,pushups_down
750,pushups_down
751,pushups_down
752,pushups_down
753,pushups_down
754,pushups_down
755,pushups_down
756,pushups_down
757,pushups_down
758,pushups_down
759,pushups_down
760,pushups_down
761,pushups_up
762,pushups_up
763,pushups_up
764,pushups_up
765,pushups_up
766,pushups_up
767,pushups_up
768,pushups_up
769,pushups_up
770,pushups_up
771,pushups_up
772,pushups_up
773,pushups_up
774,pushups_up
775,pushups_up
776,pushups_up
777,pushups_up
778,pushups_up
779,pushups_up
780,pushups_up
781,pushups_up
782,pushups_up
783,pushups_up
784,pushups_up
785,pushups_up
786,pushups_up
787,pushups_up
788,pushups_up
789,pushups_up
790,pushups_up
791,pushups_up
792,pushups_up
793,pushups_up
794,pushups_up
795,pushups_up
796,pushups_up
797,pushups_up
798,pushups_up
799,pushups_up
800,pushups_up
801,pushups_up
802,pushups_up
803,pushups_up
804,pushups_up
805,pushups_up
806,pushups_up
807,pushups_up
808,pushups_up
809,pushups_up
810,pushups_up
811,pushups_up
812,pushups_up
813,pushups_up
814,pushups_up
815,pushups_up
816,pushups_up
817,pushups_up
818,pushups_up
819,pushups_up
820,pushups_up
821,pushups_up
822,pushups_up
823,pushups_up
824,pushups_up
825,pushups_up
826,pushups_up
827,pushups_up
828,pushups_up
829,pushups_up
830,pushups_up
831,pushups_up
832,pushups_up
833,pushups_up
834,pushups_up
835,pushups_up
836,pushups_up
837,pushups_up
838,pushups_up
839,pushups_up
840,pushups_up
841,pushups_up
842,pushups_up
843,pushups_up
844,pushups_up
845,pushups_up
846,pushups_up
847,pushups_up
848,pushups_up
849,pushups_up
850,pushups_up
851,pushups_up
852,pushups_up
853,pushups_up
854,pushups_up
855,pushups_up
856,pushups_up
857,pushups_up
858,pushups_up
859,pushups_up
860,pushups_up
861,pushups_up
862,pushups_up
863,pushups_up
864,pushups_up
865,pushups_up
866,pushups_up
867,pushups_up
868,pushups_up
869,pushups_up
870,pushups_up
871,pushups_up
872,pushups_up
873,pushups_up
874,pushups_up
875,pushups_up
876,pushups_up
877,pushups_up
878,pushups_up
879,pushups_up
880,pushups_up
881,pushups_up
882,pushups_up
883,pushups_up
884,pushups_up
885,pushups_up
886,pushups_up
887,pushups_up
888,pushups_up
889,pushups_up
890,pushups_up
891,pushups_up
892,pushups_up
893,pushups_up
894,pushups_up
895,pushups_up
896,pushups_up
897,pushups_up
898,pushups_up
899,pushups_up
900,pushups_up
901,pushups_up
902,pushups_up
903,pushups_up
904,pushups_up
905,situp_down
906,situp_down
907,situp_down
908,situp_down
909,situp_down
910,situp_down
911,situp_down
912,situp_down
913,situp_down
914,situp_down
915,situp_down
916,situp_down
917,situp_down
918,situp_down
919,situp_down
920,situp_down
921,situp_down
922,situp_down
923,situp_down
924,situp_down
925,situp_down
926,situp_down
927,situp_down
928,situp_down
929,situp_down
930,situp_down
931,situp_down
932,situp_down
933,situp_down
934,situp_down
935,situp_down
936,situp_down
937,situp_down
938,situp_down
939,situp_down
940,situp_down
941,situp_down
942,situp_down
943,situp_down
944,situp_down
945,situp_down
946,situp_down
947,situp_down
948,situp_down
949,situp_down
950,situp_down
951,situp_down
952,situp_down
953,situp_down
954,situp_down
955,situp_down
956,situp_down
957,situp_down
958,situp_down
959,situp_down
960,situp_down
961,situp_down
962,situp_down
963,situp_down
964,situp_down
965,situp_down
966,situp_down
967,situp_down
968,situp_down
969,situp_down
970,situp_down
971,situp_down
972,situp_down
973,situp_down
974,situp_down
975,situp_down
976,situp_down
977,situp_down
978,situp_down
979,situp_down
980,situp_down
981,situp_down
982,situp_down
983,situp_down
984,situp_down
985,situp_down
986,situp_down
987,situp_down
988,situp_down
989,situp_down
990,situp_down
991,situp_down
992,situp_down
993,situp_down
994,situp_down
995,situp_down
996,situp_down
997,situp_down
998,situp_down
999,situp_down
1000,situp_down
1001,situp_down
1002,situp_down
1003,situp_down
1004,situp_down
1005,situp_down
1006,situp_down
1007,situp_up
1008,situp_up
1009,situp_up
1010,situp_up
1011,situp_up
1012,situp_up
1013,situp_up
1014,situp_up
1015,situp_up
1016,situp_up
1017,situp_up
1018,situp_up
1019,situp_up
1020,situp_up
1021,situp_up
1022,situp_up
1023,situp_up
1024,situp_up
1025,situp_up
1026,situp_up
1027,situp_up
1028,situp_up
1029,situp_up
1030,situp_up
1031,situp_up
1032,situp_up
1033,situp_up
1034,situp_up
1035,situp_up
1036,situp_up
1037,situp_up
1038,situp_up
1039,situp_up
1040,situp_up
1041,situp_up
1042,situp_up
1043,situp_up
1044,situp_up
1045,situp_up
1046,situp_up
1047,situp_up
1048,situp_up
1049,situp_up
1050,situp_up
1051,situp_up
1052,situp_up
1053,situp_up
1054,situp_up
1055,situp_up
1056,situp_up
1057,situp_up
1058,situp_up
1059,situp_up
1060,situp_up
1061,situp_up
1062,situp_up
1063,situp_up
1064,situp_up
1065,situp_up
1066,situp_up
1067,situp_up
1068,situp_up
1069,situp_up
1070,situp_up
1071,situp_up
1072,situp_up
1073,situp_up
1074,situp_up
1075,situp_up
1076,situp_up
1077,situp_up
1078,situp_up
1079,situp_up
1080,situp_up
1081,situp_up
1082,situp_up
1083,situp_up
1084,situp_up
1085,situp_up
1086,situp_up
1087,situp_up
1088,situp_up
1089,situp_up
1090,situp_up
1091,situp_up
1092,situp_up
1093,situp_up
1094,situp_up
1095,situp_up
1096,situp_up
1097,situp_up
1098,situp_up
1099,situp_up
1100,situp_up
1101,situp_up
1102,situp_up
1103,situp_up
1104,situp_up
1105,situp_up
1106,squats_down
1107,squats_down
1108,squats_down
1109,squats_down
1110,squats_down
1111,squats_down
1112,squats_down
1113,squats_down
1114,squats_down
1115,squats_down
1116,squats_down
1117,squats_down
1118,squats_down
1119,squats_down
1120,squats_down
1121,squats_down
1122,squats_down
1123,squats_down
1124,squats_down
1125,squats_down
1126,squats_down
1127,squats_down
1128,squats_down
1129,squats_down
1130,squats_down
1131,squats_down
1132,squats_down
1133,squats_down
1134,squats_down
1135,squats_down
1136,squats_down
1137,squats_down
1138,squats_down
1139,squats_down
1140,squats_down
1141,squats_down
1142,squats_down
1143,squats_down
1144,squats_down
1145,squats_down
1146,squats_down
1147,squats_down
1148,squats_down
1149,squats_down
1150,squats_down
1151,squats_down
1152,squats_down
1153,squats_down
1154,squats_down
1155,squats_down
1156,squats_down
1157,squats_down
1158,squats_down
1159,squats_down
1160,squats_down
1161,squats_down
1162,squats_down
1163,squats_down
1164,squats_down
1165,squats_down
1166,squats_down
1167,squats_down
1168,squats_down
1169,squats_down
1170,squats_down
1171,squats_down
1172,squats_down
1173,squats_down
1174,squats_down
1175,squats_down
1176,squats_down
1177,squats_down
1178,squats_down
1179,squats_down
1180,squats_down
1181,squats_down
1182,squats_down
1183,squats_down
1184,squats_down
1185,squats_down
1186,squats_down
1187,squats_down
1188,squats_down
1189,squats_down
1190,squats_down
1191,squats_down
1192,squats_down
1193,squats_down
1194,squats_down
1195,squats_down
1196,squats_down
1197,squats_down
1198,squats_down
1199,squats_down
1200,squats_down
1201,squats_down
1202,squats_down
1203,squats_down
1204,squats_down
1205,squats_down
1206,squats_down
1207,squats_down
1208,squats_down
1209,squats_down
1210,squats_down
1211,squats_down
1212,squats_down
1213,squats_down
1214,squats_down
1215,squats_down
1216,squats_down
1217,squats_down
1218,squats_down
1219,squats_down
1220,squats_down
1221,squats_down
1222,squats_down
1223,squats_down
1224,squats_down
1225,squats_down
1226,squats_down
1227,squats_down
1228,squats_down
1229,squats_down
1230,squats_down
1231,squats_down
1232,squats_down
1233,squats_up
1234,squats_up
1235,squats_up
1236,squats_up
1237,squats_up
1238,squats_up
1239,squats_up
1240,squats_up
1241,squats_up
1242,squats_up
1243,squats_up
1244,squats_up
1245,squats_up
1246,squats_up
1247,squats_up
1248,squats_up
1249,squats_up
1250,squats_up
1251,squats_up
1252,squats_up
1253,squats_up
1254,squats_up
1255,squats_up
1256,squats_up
1257,squats_up
1258,squats_up
1259,squats_up
1260,squats_up
1261,squats_up
1262,squats_up
1263,squats_up
1264,squats_up
1265,squats_up
1266,squats_up
1267,squats_up
1268,squats_up
1269,squats_up
1270,squats_up
1271,squats_up
1272,squats_up
1273,squats_up
1274,squats_up
1275,squats_up
1276,squats_up
1277,squats_up
1278,squats_up
1279,squats_up
1280,squats_up
1281,squats_up
1282,squats_up
1283,squats_up
1284,squats_up
1285,squats_up
1286,squats_up
1287,squats_up
1288,squats_up
1289,squats_up
1290,squats_up
1291,squats_up
1292,squats_up
1293,squats_up
1294,squats_up
1295,squats_up
1296,squats_up
1297,squats_up
1298,squats_up
1299,squats_up
1300,squats_up
1301,squats_up
1302,squats_up
1303,squats_up
1304,squats_up
1305,squats_up
1306,squats_up
1307,squats_up
1308,squats_up
1309,squats_up
1310,squats_up
1311,squats_up
1312,squats_up
1313,squats_up
1314,squats_up
1315,squats_up
1316,squats_up
1317,squats_up
1318,squats_up
1319,squats_up
1320,squats_up
1321,squats_up
1322,squats_up
1323,squats_up
1324,squats_up
1325,squats_up
1326,squats_up
1327,squats_up
1328,squats_up
1329,squats_up
1330,squats_up
1331,squats_up
1332,squats_up
1333,squats_up
1334,squats_up
1335,squats_up
1336,squats_up
1337,squats_up
1338,squats_up
1339,squats_up
1340,squats_up
1341,squats_up
1342,squats_up
1343,squats_up
1344,squats_up
1345,squats_up
1346,squats_up
1347,squats_up
1348,squats_up
1349,squats_up
1350,squats_up
1351,squats_up
1352,squats_up
1353,squats_up
1354,squats_up
1355,squats_up
1356,squats_up
1357,squats_up
1358,squats_up
1359,squats_up
1360,squats_up
1361,squats_up
1362,squats_up
1363,squats_up
1364,squats_up
1365,squats_up
1366,squats_up
1367,squats_up
1368,squats_up
1369,squats_up
1370,squats_up
1371,squats_up
1372,pushups_up
1373,pushups_up
1374,pushups_up
1375,pushups_up
1376,pushups_down
1377,pushups_down
1378,pushups_down
1379,pushups_down
1380,pushups_down
1381,pushups_down
1382,pushups_down
1383,pushups_down
1384,pushups_down
1385,pushups_down
1386,pushups_down
1387,pushups_down
1388,pushups_down
1389,pushups_down
1390,pushups_down
1391,pushups_down
1392,pushups_down
1393,pushups_down
1394,pushups_down
1395,pushups_down
1396,pushups_down
1397,pushups_down
1398,pushups_down
1399,pushups_down
1400,pushups_down
1401,pushups_down
1402,pushups_up
1403,pushups_up
1404,pushups_up
1405,pushups_up
1406,pushups_up
1407,pushups_up
1408,pushups_up
1409,pushups_up
1410,pushups_up
1411,pushups_up
1412,pushups_up
1413,pushups_up
1414,pushups_up
1415,pushups_up
1416,pushups_up
1417,pushups_up
1418,pushups_up
1419,pushups_up
1420,pushups_up
1421,pushups_up
1422,pushups_up
1423,pushups_up
1424,pushups_up
1425,pushups_up
1426,pushups_up
1427,pushups_up
1428,pushups_up
1429,pushups_up
1430,pushups_up
1431,pushups_up
1432,pushups_up
1433,pushups_up
1434,pushups_up
1435,pushups_up
1436,pushups_up
1437,pushups_up
1438,pushups_up
1439,pushups_up
1440,pushups_up
1441,pushups_up
1442,pushups_up
1443,pushups_up
1444,pushups_up
1445,pushups_up
1446,pushups_up
1447,pushups_up
1448,pushups_up
1449,pushups_up
1450,pushups_up
1451,pushups_up
1452,pushups_up
1453,pushups_up
1454,pushups_up
1455,pushups_up
1456,pushups_up
1457,pushups_up
1458,pushups_up
1459,pushups_up
1460,pushups_up
1461,pushups_up
1462,pushups_up
1463,pushups_up
1464,pushups_up
1465,pushups_up
1466,pushups_up
1467,pushups_up
1468,pushups_up
1469,pushups_up
1470,pushups_up
1471,pushups_up
1472,pushups_up
1473,pushups_down
1474,pushups_down
1475,pushups_down
1476,pushups_down
1477,pushups_down
1478,pushups_down
1479,pushups_down
1480,pushups_down
1481,pushups_down
1482,pushups_down
1483,pushups_down
1484,pushups_down
1485,pushups_down
1486,pushups_down
1487,pushups_down
1488,pushups_down
1489,pushups_down
1490,pushups_down
1491,pushups_down
1492,pushups_down
1493,pushups_down
1494,pushups_down
1495,pushups_down
1496,pushups_down
1497,pushups_down
1498,pushups_down
1499,pushups_down
1500,pushups_down
1501,pushups_down
1502,pushups_down
1503,pushups_down
1504,pushups_down
1505,pushups_down
1506,pushups_up
1507,pushups_up
1508,pushups_up
1509,pushups_up
1510,pushups_up
1511,pushups_up
1512,pushups_up
1513,pushups_up
1514,pushups_up
1515,pushups_up
1516,pushups_up
1517,pushups_up
1518,pushups_up
1519,pushups_up
1520,pushups_up
1521,pushups_up
1522,pushups_up
1523,pushups_up
1524,pushups_up
1525,pushups_up
1526,pushups_up
1527,pushups_up
1528,pushups_up
1529,pushups_up
1530,pushups_up
1531,pushups_up
1532,pushups_up
1533,pushups_up
1534,pushups_up
1535,pushups_up
1536,pushups_up
1537,pushups_up
1538,pushups_up
1539,pushups_up
1540,pushups_up
1541,pushups_up
1542,pushups_up
1543,pushups_up
1544,pushups_up
1545,pushups_up
1546,pushups_up
1547,pushups_up
1548,pushups_up
1549,pushups_up
1550,pushups_up
1551,pushups_up
1552,pushups_up
1553,pushups_up
1554,pushups_up
1555,pushups_up
1556,pushups_up
1557,pushups_up
1558,pushups_up
1559,pushups_up
1560,pushups_up
1561,pushups_up
1562,pushups_up
1563,pushups_up
1564,pushups_up
1565,pushups_up
1566,pushups_up
1567,pushups_up
1568,pushups_up
1569,pushups_up
1570,pushups_up
1571,pushups_up
1572,pushups_up
1573,pushups_up
1574,pushups_up
1575,pushups_up
1576,pushups_up
1577,pushups_up
1578,pushups_up
1579,pushups_up
1580,pushups_up
1581,pushups_up
1582,pushups_up
1583,pushups_up
1584,pushups_up
1585,pushups_up
1586,pushups_up
1587,pushups_up
1588,pushups_down
1589,pushups_down
1590,pushups_down
1591,pushups_down
1592,pushups_down
1593,pushups_down
1594,pushups_down
1595,pushups_down
1596,pushups_down
1597,pushups_down
1598,pushups_down
1599,pushups_down
1600,pushups_down
1601,pushups_down
1602,pushups_down
1603,pushups_down
1604,pushups_down
1605,pushups_down
1606,pushups_down
1607,pushups_down
1608,pushups_down
1609,pushups_down
1610,pushups_down
1611,pushups_down
1612,pushups_down
1613,pushups_up
1614,pushups_up
1615,pushups_up
1616,pushups_up
1617,pushups_up
1618,pushups_up
1619,pushups_up
1620,pushups_up
1621,pushups_up
1622,pushups_up
1623,pushups_up
1624,pushups_up
1625,pushups_up
1626,pushups_up
1627,pushups_up
1628,pushups_up
1629,pushups_up
1630,pushups_up
1631,pushups_up
1632,pushups_up
1633,pushups_up
1634,pushups_up
1635,pushups_up
1636,pushups_up
1637,pushups_up
1638,pushups_up
1639,pushups_up
1640,pushups_up
1641,pushups_up
1642,pushups_up
1643,pushups_up
1644,pushups_up
1645,pushups_up
1646,pushups_up
1647,pushups_up
1648,pushups_up
1649,pushups_up
1650,pushups_up
1651,pushups_up
1652,pushups_up
1653,pushups_up
1654,pushups_up
1655,pushups_up
1656,pushups_up
1657,pushups_up
1658,pushups_up
1659,pushups_up
1660,pushups_up
1661,pushups_up
1662,pushups_up
1663,pushups_up
1664,pushups_up
1665,pushups_up
1666,pushups_up
1667,pushups_up
1668,pushups_up
1669,pushups_up
1670,pushups_up
1671,pushups_up
1672,pushups_up
1673,pushups_up
1674,pushups_up
1675,pushups_up
1676,pushups_up
1677,pushups_up
1678,pushups_up
1679,pushups_up
1680,pushups_up
1681,pushups_up
1682,pushups_up
1683,pushups_up
1684,pushups_up
1685,pushups_up
1686,pushups_up
1687,pushups_up
1688,pushups_up
1689,pushups_up
1690,pushups_up
1691,pushups_up
1692,pushups_down
1693,pushups_down
1694,pushups_down
1695,pushups_down
1696,pushups_down
1697,pushups_down
1698,pushups_down
1699,pushups_down
1700,pushups_down
1701,pushups_down
1702,pushups_down
1703,pushups_down
1704,pushups_down
1705,pushups_down
1706,pushups_down
1707,pushups_down
1708,pushups_down
1709,pushups_down
1710,pushups_down
1711,pushups_down
1712,pushups_down
1713,pushups_down
1714,pushups_down
1715,pushups_down
1716,pushups_down
1717,pushups_down
1718,pushups_down
1719,pushups_down
1720,pushups_down
1721,pushups_down
1722,pushups_down
1723,pushups_down
1724,pushups_down
1725,pushups_down
1726,pushups_down
1727,pushups_down
1728,pushups_down
1729,pushups_down
1730,pushups_down
1731,pushups_down
1732,pushups_down
1733,pushups_down
1734,pushups_down
1735,pushups_down
1736,pushups_down
1737,pushups_down
1738,pushups_down
1739,pushups_down
1740,pushups_down
1741,pushups_down
1742,pushups_down
1743,pushups_down
1744,pushups_down
1745,pushups_down
1746,pushups_down
1747,pushups_down
1748,pushups_down
1749,pushups_down
1750,pushups_down
1751,pushups_down
1752,pushups_up
1753,pushups_up
1754,pushups_up
1755,pushups_up
1756,pushups_up
1757,pushups_up
1758,pushups_up
1759,pushups_up
1760,pushups_up
1761,pushups_up
1762,pushups_up
1763,pushups_up
1764,pushups_up
1765,pushups_up
1766,pushups_up
1767,pushups_up
1768,pushups_up
1769,pushups_up
1770,pushups_up
1771,pushups_up
1772,pushups_up
1773,pushups_up
1774,pushups_up
1775,pushups_up
1776,pushups_up
1777,pushups_up
1778,pushups_up
1779,pushups_up
1780,pushups_up
1781,pushups_up
1782,pushups_up
1783,pushups_up
1784,pushups_up
1785,pushups_up
1786,pushups_up
1787,pushups_up
1788,pushups_up
1789,pushups_up
1790,pushups_up
1791,pushups_up
1792,pushups_up
1793,pushups_up
1794,pushups_up
1795,pushups_up
1796,pushups_up
1797,pushups_up
1798,pushups_up
1799,pushups_up
1800,pushups_up
1801,pushups_up
1802,pushups_up
1803,pushups_up
1804,pushups_up
1805,pushups_up
1806,pushups_up
1807,pushups_up
1808,pushups_up
1809,pushups_up
1810,pushups_up
1811,pushups_up
1812,pushups_up
1813,pushups_up
1814,pushups_up
1815,pushups_up
1816,pushups_up
1817,pushups_up
1818,pushups_up
1819,pushups_up
1820,pushups_up
1821,pushups_up
1822,pushups_up
1823,pushups_up
1824,pushups_up
1825,pushups_up
1826,pushups_up
1827,pushups_up
1828,pushups_up
1829,pushups_up
1830,pushups_up
1831,pushups_up
1832,pushups_up
1833,pushups_up
1834,pushups_up
1835,pushups_up
1836,pushups_up
1837,pushups_up
1838,pushups_up
1839,pushups_up
1840,pushups_up
1841,pushups_up
1842,pushups_up
1843,pushups_up
1844,pushups_up
1845,pushups_up
1846,pushups_up
1847,pushups_up
1848,pushups_up
1849,pushups_up
1850,pushups_up
1851,pushups_up
1852,pushups_up
1853,pushups_up
1854,pushups_up
1855,pushups_up
1856,pushups_up
1857,pushups_up
1858,pushups_up
1859,pushups_up
1860,pushups_up
1861,pushups_up
1862,pushups_up
1863,pushups_up
1864,pushups_up
1865,pushups_down
1866,pushups_down
1867,pushups_down
1868,pushups_down
1869,pushups_down
1870,pushups_down
1871,pushups_down
1872,pushups_down
1873,pushups_down
1874,pushups_down
1875,pushups_down
1876,pushups_down
1877,pushups_down
1878,pushups_down
1879,pushups_down
1880,pushups_down
1881,pushups_down
1882,pushups_down
1883,pushups_down
1884,pushups_down
1885,pushups_down
1886,pushups_down
1887,pushups_down
1888,pushups_down
1889,pushups_down
1890,pushups_down
1891,pushups_down
1892,pushups_down
1893,pushups_down
1894,pushups_down
1895,pushups_down
1896,pushups_down
1897,pushups_down
1898,pushups_down
1899,pushups_down
1900,pushups_down
1901,pushups_down
1902,pushups_down
1903,pushups_down
1904,pushups_down
1905,pushups_down
1906,pushups_down
1907,pushups_down
1908,pushups_down
1909,pushups_down
1910,pushups_down
1911,pushups_down
1912,pushups_down
1913,pushups_down
1914,pushups_down
1915,pushups_down
1916,pushups_down
1917,pushups_down
1918,pushups_down
1919,pushups_down
1920,pushups_down
1921,pushups_down
1922,pushups_down
1923,pushups_down
1924,pushups_down
1925,pushups_down
1926,pushups_down
1927,pushups_down
1928,pushups_down
1929,pushups_down
1930,pushups_down
