pose_id,x_nose,x_left_eye_inner,x_left_eye,x_left_eye_outer,x_right_eye_inner,x_right_eye,x_right_eye_outer,x_left_ear,x_right_ear,x_left_shoulder,x_right_shoulder,x_left_elbow,x_right_elbow,x_left_wrist,x_right_wrist,x_left_hip,x_right_hip,x_left_knee,x_right_knee,x_left_ankle,x_right_ankle,y_nose,y_left_eye_inner,y_left_eye,y_left_eye_outer,y_right_eye_inner,y_right_eye,y_right_eye_outer,y_left_ear,y_right_ear,y_left_shoulder,y_right_shoulder,y_left_elbow,y_right_elbow,y_left_wrist,y_right_wrist,y_left_hip,y_right_hip,y_left_knee,y_right_knee,y_left_ankle,y_right_ankle
659,0.0050006184375,0.011025836041666666,0.010531308437500001,0.017029947916666666,0.0007937547812499999,-0.00289998875,-0.00501864671875,0.022899539583333333,-0.0110292265625,0.04859989583333334,-0.03233501875,0.0932790625,-0.067726909375,0.09522532708333334,-0.066915890625,0.017710858333333336,-0.013283128124999998,0.016845029166666668,-0.013995204687500002,0.01394429375,-0.014126695312500001,0.17398008333333334,0.12598435937500002,0.1657509375,0.12151532812500002,0.16707102083333333,0.12304755468749999,0.1609148125,0.10580937500000001,0.13886766666666667,0.063132984375,0.0823990625,0.02976978125,0.05284609375,0.10992403125000001,0.142238625,0.0022251560937500002,-0.0029668320833333337,-0.013901849999999999,-0.019524504166666668,-0.0382330328125,-0.05321735416666666
660,0.0056433275,0.009842155416666666,0.0090920109375,0.01856964375,0.001104220625,-0.0017587256875000001,-0.00382714375,0.018725377083333335,-0.009088005937500001,0.0463384375,-0.031042859375,0.0878271875,-0.068175640625,0.10016609791666667,-0.0686649796875,0.01778932708333333,-0.013341995312499999,0.015130948958333333,-0.0151627109375,0.01645823625,-0.017531359375,0.17335365625000002,0.124302859375,0.16463686666666666,0.1211944375,0.16884980208333333,0.12490959374999999,0.16386863333333332,0.10582374375,0.14479478125,0.06114333281249999,0.08506871875000001,0.03515391875,0.07634700833333333,0.102803609375,0.15219597916666666,0.00017494497656249998,-0.00023330392708333333,-0.020093384375000002,-0.023010484374999998,-0.0407440453125,-0.05708468333333334
661,-0.0807406359375,-0.1115314375,-0.0835750046875,-0.11136948958333333,-0.0837685828125,-0.11171855208333333,-0.08385484843749999,-0.10737092499999999,-0.0811370375,-0.07935840208333333,-0.06021145,-0.03682006666666667,-0.031673446875,-0.04714567708333333,-0.0386431359375,0.0015114875,-0.001133626984375,0.06250414791666667,0.0429712296875,0.11822948541666665,0.0810311875,0.014087191666666667,0.00492611671875,0.0051994375,0.00286401921875,0.006632961875,0.004025703125,0.004017537291666666,-0.00495162078125,-0.006562325,-0.0146331765625,-0.028371760416666666,-0.022614801562500002,-0.037426372916666666,0.0236073640625,0.014078918125000001,0.0035119075,-0.00468257375,0.0120414171875,0.012083595833333332,-0.0025473209375,-0.006089967916666666
662,0.011821075,0.024027383333333333,0.0202801828125,0.030158158333333334,0.0117444634375,0.013144913333333334,0.0080562665625,0.035714785416666665,0.00419683078125,0.04485013958333333,-0.035263881250000004,0.08250258333333332,-0.09285734375,0.12069936666666667,-0.11394276562500001,0.019297895833333335,-0.014473421875,0.022116281249999998,-0.034368831249999995,0.011532520208333334,-0.019247565624999997,0.14717535416666666,0.10546852343749999,0.14011522916666666,0.10485214062499999,0.13819408333333336,0.102531796875,0.13549466666666668,0.08906221875,0.11593383958333334,0.03486853125,0.058556025,-0.012806953125000001,0.055790541666666665,0.0482744125,0.108771875,-0.012305865624999999,0.016407752083333334,-0.09259653125,-0.03892978333333333,-0.106085203125,-0.07604052083333333
663,-0.00491055359375,-0.006102722291666667,0.00036772740625,0.007007548125,-0.019878865625,-0.03276676458333334,-0.02925590625,0.020582558333333334,-0.035129129687499996,0.05953819791666667,-0.0568086203125,0.11649222291666667,-0.130993109375,0.13854025,-0.118709828125,0.035688329166666664,-0.026766246875,-0.0005927292708333334,-0.0359031859375,-0.040026852083333335,-0.054927396875,-0.03304029583333333,-0.0577735625,-0.0809550625,-0.063592415625,-0.06975922916666667,-0.05155767812499999,-0.0676035875,-0.0756600375,-0.07509777499999999,-0.06459034687500001,-0.05299920208333333,-0.04361353125,-0.0440907125,0.05562865625,0.09682409791666666,-0.0057092040625,0.007612272083333333,-0.0124757421875,-0.04191377916666667,-0.040274509375,-0.061602306249999995
664,-0.022930953125,-0.02555591875,-0.015972781250000002,-0.017155995833333333,-0.027156593750000003,-0.0395158375,-0.0313320703125,-0.007532351666666667,-0.0387600125,0.020650122916666666,-0.05219750468749999,0.06877669583333333,-0.0734007296875,0.06888972916666666,-0.0802602890625,0.02397049375,-0.0179778515625,0.08058272291666667,-0.046989421875,0.06263952708333334,-0.0581119953125,-0.033553529166666665,-0.0350929734375,-0.05033802083333334,-0.0410207421875,-0.04387674791666667,-0.035209721875,-0.04899363541666667,-0.0651789015625,-0.059303620833333334,-0.0764706875,-0.05735644583333333,-0.068010484375,-0.007581069583333333,-0.005277415,0.05503301666666667,-0.0068579665625,0.009143930625,-0.021964162500000002,-0.0017455719375,0.0135015875,0.045480275
665,-0.08570084375,-0.11742495,-0.087701946875,-0.11639954999999999,-0.088367515625,-0.11761005,-0.0879935734375,-0.11017273958333333,-0.08316417968749999,-0.08711351458333333,-0.059543124999999995,-0.05194187916666667,-0.0362315296875,-0.05592270208333334,-0.037198787500000004,0.0001014341375,-7.6075603125e-05,0.05998590833333333,0.04503109375,0.12151325625,0.087779609375,0.035953306250000004,0.020913521875,0.027026070833333336,0.0195763828125,0.027594814583333335,0.0198553421875,0.025215895833333335,0.0136004515625,0.01598825833333333,0.01278500625,-0.00969291875,0.0038554859375,-0.030485379166666667,0.053994214062500004,0.011069452708333333,0.0065437234375,-0.008724976666666667,0.01208816921875,0.007890226041666667,0.012675020312499998,0.010151530208333334
666,-0.06900840625,-0.09511162499999999,-0.0700335203125,-0.09298620833333333,-0.0733261765625,-0.10213035416666667,-0.07724690625,-0.0897061875,-0.075144034375,-0.04401759791666667,-0.0648633359375,0.007233349583333334,-0.056718028125,0.022510218749999998,-0.06339730625,0.014010427083333334,-0.01050783125,0.049927958333333335,-0.00253249890625,0.08168525,0.00932715984375,0.10071078125,0.075751390625,0.10066027083333333,0.0755985625,0.09734957291666667,0.065664434375,0.08652663333333334,0.067280603125,0.07374915208333334,0.0538350515625,0.031887685416666665,0.0353095078125,-0.00130954625,0.068234578125,0.05108016666666667,0.002092006875,-0.00278931375,0.00266300890625,0.009563854166666667,-0.012465725781250001,-0.0003501359583333333
667,-0.07413978593750001,-0.10087045833333333,-0.074135946875,-0.09795355,-0.078134640625,-0.11021834166666666,-0.083451109375,-0.09254485416666666,-0.080582171875,-0.03870751875,-0.07184104375,0.02366596458333333,-0.0699487390625,0.030048064583333332,-0.087123765625,0.017008095833333334,-0.012756071875,0.05629572916666667,-0.019405578125,0.09007838541666667,-0.012830068750000001,0.11444229166666667,0.082689578125,0.10893748541666667,0.0811565625,0.10939154166666666,0.072322625,0.09591288541666666,0.06955768749999999,0.07989701458333333,0.0489348765625,0.03318474166666666,0.003519903125,-0.00339387125,0.07349994843749999,0.048371672916666664,0.00120942853125,-0.0016126034166666667,0.00276035890625,0.02953604166666667,-0.0139501953125,0.013248706249999999
668,-0.06837741093750001,-0.10054524999999999,-0.07469223750000001,-0.09859975,-0.07930390625,-0.10714328333333333,-0.08113784843750001,-0.09522407916666667,-0.0798805421875,-0.04597080625,-0.07400905468749999,0.024088395833333335,-0.06890958593749999,0.04937685,-0.07883234375,0.010904579166666668,-0.0081784196875,0.08063705833333333,0.029859367187500003,0.12216850833333333,0.067117690625,0.10911855625000001,0.088219475,0.11509034583333334,0.08527065625,0.11812395833333333,0.087598740625,0.11570864583333333,0.0716226875,0.09867973333333334,0.041287821875000005,0.027740160416666666,0.0165398984375,-0.014898097916666667,0.0692904375,0.035663229166666664,0.0049004309375,-0.0065339079166666664,-0.016382940625000002,-0.025954675,-0.037115690624999996,-0.052969547916666665
